idID;Gemeente;Gebied;Ernstig overgewicht (%)
451;Uithoorn;Wijk 25 Thamerdal;17
451;Uithoorn;Wijk 35 Zijdelwaard;16
451;Uithoorn;Wijk 45 Legmeer;14
451;Uithoorn;Wijk 50 Langs de Vuurlinie;12
451;Uithoorn;Wijk 55 Veilinggebied;11
451;Uithoorn;Wijk 65 Meerwijk;13
451;Uithoorn;Wijk 75 Bedrijventerrein;13
451;Uithoorn;Wijk 85 Meerwijk;14
451;Uithoorn;Wijk 90 Glastuinbouwgebied;11
451;Uithoorn;Wijk 95 Veenweidegebied;10
184;Urk;Gemeente;
184;Urk;Wijk 00 Urk;16
344;Utrecht;Gemeente;
344;Utrecht;Wijk 01 West;10
344;Utrecht;Wijk 02 Noordwest;13
344;Utrecht;Wijk 03 Overvecht;18
344;Utrecht;Wijk 04 Noordoost;9
344;Utrecht;Wijk 05 Oost;8
344;Utrecht;Wijk 06 Binnenstad;8
344;Utrecht;Wijk 07 Zuid;12
344;Utrecht;Wijk 08 Zuidwest;15
344;Utrecht;Wijk 09 Leidsche Rijn;13
344;Utrecht;Wijk 10 Vleuten-De Meern;13
1581;Utrechtse Heuvelrug;Gemeente;
1581;Utrechtse Heuvelrug;Wijk 00 Doorn;14
1581;Utrechtse Heuvelrug;Wijk 01 Driebergen-Rijssenburg;13
1581;Utrechtse Heuvelrug;Wijk 02 Leersum;13
1581;Utrechtse Heuvelrug;Wijk 03 Amerongen;15
1581;Utrechtse Heuvelrug;Wijk 04 Maarn;12
981;Vaals;Gemeente;
981;Vaals;Wijk 00 Vijlen-Lemiers;15
981;Vaals;Wijk 01 Vaals;17
994;Valkenburg aan de Geul;Gemeente;
994;Valkenburg aan de Geul;Wijk 00: Valkenburg;17
994;Valkenburg aan de Geul;Wijk 01: Houthem - Sint Gerlach;15
994;Valkenburg aan de Geul;Wijk 02: Schin op Geul - Oud-Valkenburg;15
994;Valkenburg aan de Geul;Wijk 03: Sibbe - IJzeren;14
994;Valkenburg aan de Geul;Wijk 04: Berg en Terblijt - Vilt;15
994;Valkenburg aan de Geul;Wijk 05: Walem;12
858;Valkenswaard;Gemeente;
858;Valkenswaard;Wijk 00 Valkenswaard;13
858;Valkenswaard;Wijk 01 Kloosterakkers en Dommelen;13
858;Valkenswaard;Wijk 02 Borkel en Schaft;11
47;Veendam;Gemeente;
47;Veendam;Wijk 00 Veendam-kern;19
47;Veendam;Wijk 01 Veendam-buitengebied;19
47;Veendam;Wijk 02 Wildervank;19
345;Veenendaal;Gemeente;
345;Veenendaal;Wijk 00 Centrum;18
345;Veenendaal;Wijk 01 Noordoost;17
345;Veenendaal;Wijk 02 Zuidoost;16
345;Veenendaal;Wijk 03 Zuidwest;18
345;Veenendaal;Wijk 04 Noordwest;17
345;Veenendaal;Wijk 05 West;16
717;Veere;Gemeente;
717;Veere;Wijk 00 Veere;12
717;Veere;Wijk 01 Gapinge;11
717;Veere;Wijk 02 Vrouwenpolder;13
717;Veere;Wijk 03 Serooskerke;11
717;Veere;Wijk 04 Domburg;12
717;Veere;Wijk 05 Oostkapelle;11
717;Veere;Wijk 06 Aagtekerke;10
717;Veere;Wijk 07 Grijpskerke;11
717;Veere;Wijk 08 Meliskerke;10
717;Veere;Wijk 09 Koudekerke;11
717;Veere;Wijk 10 Biggekerke;11
717;Veere;Wijk 11 Zoutelande;10
717;Veere;Wijk 12 Westkapelle;11
860;Veghel;Gemeente;
860;Veghel;Wijk 00 Veghel;15
860;Veghel;Wijk 01 Mariaheide;13
860;Veghel;Wijk 02 Zijtaart;13
860;Veghel;Wijk 03 Eerde;13
860;Veghel;Wijk 04 Erp;12
860;Veghel;Wijk 05 Keldonk;12
860;Veghel;Wijk 06 Boerdonk;11
861;Veldhoven;Gemeente;
861;Veldhoven;Wijk 00 Veldhoven;14
861;Veldhoven;Wijk 01 Noordelijk Woongebied;12
861;Veldhoven;Wijk 02 Oerle;12
453;Velsen;Gemeente;
453;Velsen;Wijk 00 Velsen-Zuid en Driehuis;10
453;Velsen;Wijk 01 IJmuiden-Noord;17
453;Velsen;Wijk 02 IJmuiden-Zuid;14
453;Velsen;Wijk 03 IJmuiden-West;17
453;Velsen;Wijk 04 Zee- en Duinwijk;18
453;Velsen;Wijk 05 Velsen-Noord;18
453;Velsen;Wijk 06 Santpoort-Noord;11
453;Velsen;Wijk 07 Santpoort-Zuid;9
453;Velsen;Wijk 08 Velserbroek;13
453;Velsen;Wijk 09 Spaarndammerpolder;13
983;Venlo;Gemeente;
983;Venlo;Wijk 11 Venlo-Centrum;14
983;Venlo;Wijk 12 Venlo-Zuid;17
983;Venlo;Wijk 13 Venlo-Oost-Noord;14
983;Venlo;Wijk 14 Venlo-Noord;17
983;Venlo;Wijk 15 Venlo-Oost-Zuid;17
983;Venlo;Wijk 16 Het Ven;12
983;Venlo;Wijk 21 Blerick-Midden;18
983;Venlo;Wijk 22 Blerick-Noord;18
983;Venlo;Wijk 23 Blerick-Zuid;21
983;Venlo;Wijk 24 Vossener;17
983;Venlo;Wijk 25 Klingerberg;17
983;Venlo;Wijk 26 Hout-Blerick;13
983;Venlo;Wijk 27 Boekend;13
983;Venlo;Wijk 28 Trade-Port;13
983;Venlo;Wijk 31 Tegelen-Centrum;16
983;Venlo;Wijk 32 Op de Hei;17
983;Venlo;Wijk 35 Steyl;16
983;Venlo;Wijk 41 Velden;13
983;Venlo;Wijk 43 Lomm;14
983;Venlo;Wijk 44 Arcen;14
983;Venlo;Wijk 51 Belfeld;15
984;Venray;Gemeente;
984;Venray;Wijk 10 Venray;15
984;Venray;Wijk 20 Overige kernen;13
620;Vianen;Gemeente;
620;Vianen;Wijk 00 Vianen;16
620;Vianen;Wijk 01 Hagestein;13
620;Vianen;Wijk 02 Everdingen;13
622;Vlaardingen;Gemeente;
622;Vlaardingen;Wijk 01 Centrum;18
622;Vlaardingen;Wijk 02 Westwijk;18
622;Vlaardingen;Wijk 03 Vettenoordse Polder;22
622;Vlaardingen;Wijk 04 Oostwijk;16
622;Vlaardingen;Wijk 05 Vlaardinger Ambacht;16
622;Vlaardingen;Wijk 06 Holy-Zuid;18
622;Vlaardingen;Wijk 07 Holy-Noord;17
622;Vlaardingen;Wijk 08 Broekpolder;
48;Vlagtwedde;Gemeente;
48;Vlagtwedde;Wijk 00 Sellingen;18
48;Vlagtwedde;Wijk 01 Vlagtwedde;21
48;Vlagtwedde;Wijk 02 Bourtange;21
48;Vlagtwedde;Wijk 03 Sellingerbeetse;18
48;Vlagtwedde;Wijk 04 Ter Apel;20
48;Vlagtwedde;Wijk 05 Ter Wisch;17
48;Vlagtwedde;Wijk 06 de Maten;18
96;Vlieland;Gemeente;
96;Vlieland;Wijk 00;19
718;Vlissingen;Gemeente;
718;Vlissingen;Binnenstad;14
718;Vlissingen;Middengebied;15
718;Vlissingen;Paauwenburg - Westduin;12
718;Vlissingen;Lammerenburg;13
718;Vlissingen;Oost-Souburg;14
718;Vlissingen;Ritthem e.o.;12
718;Vlissingen;Binnen- en Buitenhavens;10
718;Vlissingen;Sloegebied;
986;Voerendaal;Gemeente;
986;Voerendaal;Wijk 01 Voerendaal;16
986;Voerendaal;Wijk02 Kunrade;15
986;Voerendaal;Wijk 03 Ubachsberg;15
986;Voerendaal;Wijk 04 Klimmen;14
986;Voerendaal;Wijk 05 Ransdaal;15
986;Voerendaal;Wijk 09 Verspreide huizen Voerendaal;13
626;Voorschoten;Gemeente;
626;Voorschoten;Wijk 00;13
285;Voorst;Gemeente;
285;Voorst;Wijk 00 Voorst;15
285;Voorst;Wijk 01 Twello-Nijbroek;14
285;Voorst;Wijk 02 Klarenbeek-Teuge;13
285;Voorst;Wijk 03 Wilp;18
865;Vught;Gemeente;
865;Vught;Wijk 00 Vught;11
865;Vught;Wijk 01 Vught-Zuid;14
865;Vught;Wijk 02 Cromvoirt;13
866;Waalre;Gemeente;
866;Waalre;Wijk 00 Waalre;10
867;Waalwijk;Gemeente;
867;Waalwijk;Wijk 00 Waalwijk;16
867;Waalwijk;Wijk 01 Sprang-Capelle;16
867;Waalwijk;Wijk 02 Waspik;16
627;Waddinxveen;Gemeente;
627;Waddinxveen;Wijk 01;15
627;Waddinxveen;Wijk 02;13
627;Waddinxveen;Wijk 03;15
627;Waddinxveen;Wijk 04;14
289;Wageningen;Gemeente;
289;Wageningen;Wijk 00 Stedelijk gebied;11
289;Wageningen;Wijk 01 Landelijk gebied;9
629;Wassenaar;Gemeente;
629;Wassenaar;Wijk 00 Zuidwestelijk deel der gemeente;9
629;Wassenaar;Wijk 01 Noordoostelijk deel der gemeente;13
852;Waterland;Gemeente;
852;Waterland;Wijk 00 Monnickendam;13
852;Waterland;Wijk 01 Katwoude;10
852;Waterland;Wijk 02 Marken;12
852;Waterland;Wijk 03 Broek in Waterland;11
852;Waterland;Wijk 04 Ilpendam;12
852;Waterland;Wijk 05 Watergang;13
988;Weert;Gemeente;
988;Weert;Wijk 01 Boshoven;13
988;Weert;Wijk 02 Laar en Hushoven;11
988;Weert;Wijk 03 Molenakker en Kampershoek;11
988;Weert;Wijk 11 Weert-Centrum;13
988;Weert;Wijk 12 Biest;13
988;Weert;Wijk 13 Groenewoud;14
988;Weert;Wijk 14 Fatima;15
988;Weert;Wijk 21 Keent;14
988;Weert;Wijk 22 Moesel;13
988;Weert;Wijk 23 Graswinkel;13
988;Weert;Wijk 24 Leuken;12
988;Weert;Wijk 25 Kazernelaan;10
988;Weert;Wijk 31 Altweerderheide;11
988;Weert;Wijk 32 Tungelroy;11
988;Weert;Wijk 33 Swartbroek;11
988;Weert;Wijk 34 Stramproy;12
457;Weesp;Gemeente;
457;Weesp;Binnenstad;12
457;Weesp;Zuid;13
457;Weesp;Noord;15
457;Weesp;Hogewey;15
457;Weesp;Aetsveld;13
457;Weesp;Aetsveldsepolder;8
457;Weesp;Oostelijke Vechtoever;10
457;Weesp;Bloemendalerpolder;9
870;Werkendam;Gemeente;
870;Werkendam;Wijk 01 Werkendam;14
870;Werkendam;Wijk 02 Sleeuwijk;14
870;Werkendam;Wijk 03 Nieuwendijk;16
870;Werkendam;Wijk 04 Hank;16
870;Werkendam;Wijk 05 Dussen;16
668;West Maas en Waal;Gemeente;
668;West Maas en Waal;Wijk 01 Alphen;15
668;West Maas en Waal;Wijk 02 Altforst;12
668;West Maas en Waal;Wijk 03 Appeltern;17
668;West Maas en Waal;Wijk 04 Beneden-Leeuwen;15
668;West Maas en Waal;Wijk 05 Boven-Leeuwen;17
668;West Maas en Waal;Wijk 06 Dreumel;16
668;West Maas en Waal;Wijk 07 Maasbommel;17
668;West Maas en Waal;Wijk 08 Wamel;15
1701;Westerveld;Gemeente;
1701;Westerveld;Wijk 00 Diever;17
1701;Westerveld;Wijk 01 Wapse;15
1701;Westerveld;Wijk 02 Zorgvlied;17
1701;Westerveld;Wijk 03 Dwingeloo;16
1701;Westerveld;Wijk 04 Lhee;14
1701;Westerveld;Wijk 05 Eemster;14
1701;Westerveld;Wijk 06 Geeuwenbrug;17
1701;Westerveld;Wijk 07 Dieverbrug;16
1701;Westerveld;Wijk 08 Havelte;16
1701;Westerveld;Wijk 09 Uffelte;15
1701;Westerveld;Wijk 10 Wapserveen;16
1701;Westerveld;Wijk 11 Vledder;16
1701;Westerveld;Wijk 12 Frederiksoord;18
1701;Westerveld;Wijk 13 Nijensleek;15
1701;Westerveld;Wijk 14 Vledderveen;18
1701;Westerveld;Wijk 15 Wilhelminaoord;20
1701;Westerveld;Wijk 16 Doldersum;16
1701;Westerveld;Wijk 17 Boschoord;26
293;Westervoort;Gemeente;
293;Westervoort;Wijk 00;17
1783;Westland;Gemeente;
1783;Westland;Wijk 01 Naaldwijk;13
1783;Westland;Wijk 02 Honselersdijk;13
1783;Westland;Wijk 03 Maasdijk;13
1783;Westland;Wijk 04 's-Gravenzande;14
1783;Westland;Wijk 05 Monster;14
1783;Westland;Wijk 06 Wateringen;13
1783;Westland;Wijk 07 De Lier;13
1783;Westland;Wijk 08 Kwintsheul;13
1783;Westland;Wijk 09 Poeldijk;14
1783;Westland;Wijk 10 Ter Heijde;18
98;Weststellingwerf;Gemeente;
98;Weststellingwerf;Wijk 00 Wolvega;15
98;Weststellingwerf;Wijk 01 Sonnega;12
98;Weststellingwerf;Wijk 02 Helomavaart;13
98;Weststellingwerf;Wijk 03 Munnekeburen;14
98;Weststellingwerf;Wijk 04 Scherpenzeel;14
98;Weststellingwerf;Wijk 05 Oldeholtpade;13
98;Weststellingwerf;Wijk 06 Blesdijke;14
98;Weststellingwerf;Wijk 07 Steggerda;14
98;Weststellingwerf;Wijk 08 Noordwolde;17
614;Westvoorne;Gemeente;
614;Westvoorne;Wijk 00 Rockanje;15
614;Westvoorne;Wijk 01 Oostvoorne;14
189;Wierden;Gemeente;
189;Wierden;Wijk 00 Wierden (kern);14
189;Wierden;Wijk 01 Landelijk gebied Wierden;11
189;Wierden;Wijk 02 Hooge-Hexel;12
189;Wierden;Wijk 03 Enter (kern);13
189;Wierden;Wijk 04 Landelijk gebied Enter;12
189;Wierden;Wijk 05 Rectum - Notter - Zuna;11
296;Wijchen;Gemeente;
296;Wijchen;Wijk 00 Wijchen buitengebied;14
296;Wijchen;Wijk 01 Wijchen kern;15
296;Wijchen;Wijk 02 Balgoij;12
296;Wijchen;Wijk 03 Batenburg;16
296;Wijchen;Wijk 04 Bergharen;14
296;Wijchen;Wijk 05 Hernen;14
296;Wijchen;Wijk 06 Leur;12
296;Wijchen;Wijk 07 Niftrik;14
296;Wijchen;Wijk 08 Alverna;15
1696;Wijdemeren;Gemeente;
1696;Wijdemeren;Wijk 00 's-Graveland;11
1696;Wijdemeren;Wijk 01 Kortenhoef;13
1696;Wijdemeren;Wijk 02 Ankeveen;12
1696;Wijdemeren;Wijk 03 Loosdrecht;13
1696;Wijdemeren;Wijk 04 Nieuw-Loosdrecht;13
1696;Wijdemeren;Wijk 05 Breukeleveen;10
1696;Wijdemeren;Wijk 06 Nederhorst den Berg;13
352;Wijk bij Duurstede;Gemeente;
352;Wijk bij Duurstede;Wijk 00 Wijk bij Duurstede;15
352;Wijk bij Duurstede;Wijk 01 Landelijk gebied;11
352;Wijk bij Duurstede;Wijk 02 Cothen;12
352;Wijk bij Duurstede;Wijk 03 Langbroek;13
53;Winsum;Gemeente;
53;Winsum;Wijk 00;13
53;Winsum;Wijk 01;14
53;Winsum;Wijk 02;16
53;Winsum;Wijk 03;12
294;Winterswijk;Gemeente;
294;Winterswijk;Wijk 00 Stad;15
294;Winterswijk;Wijk 01 Land;14
873;Woensdrecht;Gemeente;
873;Woensdrecht;Wijk 00 Hoogerheide en Woensdrecht;16
873;Woensdrecht;Wijk 01 Huijbergen;15
873;Woensdrecht;Wijk 02 Ossendrecht;16
873;Woensdrecht;Wijk 03 Putte;17
632;Woerden;Gemeente;
632;Woerden;Wijk 01 Woerden-Midden;14
632;Woerden;Wijk 02 Woerden-West;14
632;Woerden;Wijk 03 Woerden-Oost;11
632;Woerden;Wijk 04 Buitengebied Woerden-West;11
632;Woerden;Wijk 05 Buitengebied Woerden-Oost;10
632;Woerden;Wijk 06 Harmelen;12
632;Woerden;Wijk 07 Kamerik;12
632;Woerden;Wijk 08 Zegveld;13
880;Wormerland;Gemeente;
880;Wormerland;Wijk 00 Wormer;14
880;Wormerland;Wijk 01 Wijdewormer;12
880;Wormerland;Wijk 02 Jisp;11
351;Woudenberg;Gemeente;
351;Woudenberg;Wijk 00 Woudenberg;13
874;Woudrichem;Gemeente;
874;Woudrichem;Wijk 00 Woudrichem;16
874;Woudrichem;Wijk 01 Almkerk;14
874;Woudrichem;Wijk 02 Rijswijk;15
874;Woudrichem;Wijk 03 Giessen;15
874;Woudrichem;Wijk 04 Andel;15
874;Woudrichem;Wijk 05 Uitwijk en Waardhuizen;13
479;Zaanstad;Gemeente;
479;Zaanstad;Wijk 11 Zaandam Zuid;17
479;Zaanstad;Wijk 12 Poelenburg;21
479;Zaanstad;Wijk 13 Pelders- en Hoornseveld;19
479;Zaanstad;Wijk 14 Rosmolenwijk;17
479;Zaanstad;Wijk 15 Kogerveldwijk;17
479;Zaanstad;Wijk 16 Zaandam Noord;15
479;Zaanstad;Wijk 21 Oude Haven;14
479;Zaanstad;Wijk 22 Zaandam West;14
479;Zaanstad;Wijk 23 Nieuw West;14
479;Zaanstad;Wijk 31 Oud Koog a/d Zaan;16
479;Zaanstad;Wijk 32 Westerkoog;14
479;Zaanstad;Wijk 41 Oud Zaandijk;16
479;Zaanstad;Wijk 42 Rooswijk;15
479;Zaanstad;Wijk 51 Wormerveer;16
479;Zaanstad;Wijk 61 Krommenie Oost;16
479;Zaanstad;Wijk 62 Krommenie West;15
479;Zaanstad;Wijk 71 Assendelft-Zuid;14
479;Zaanstad;Wijk 72 Assendelft-Noord;14
479;Zaanstad;Wijk 81 Westzaan;12
297;Zaltbommel;Gemeente;
297;Zaltbommel;Wijk 00 Zaltbommel;15
297;Zaltbommel;Wijk 01 Brakel;15
297;Zaltbommel;Wijk 02 Kerkwijk;15
297;Zaltbommel;Wijk 03 Nederhemert;15
473;Zandvoort;Gemeente;
473;Zandvoort;Zandvoort Noord;13
473;Zandvoort;Zandvoort Zuid;12
473;Zandvoort;Bentveld;10
473;Zandvoort;Buitengebied;9
707;Zederik;Gemeente;
707;Zederik;Wijk 01 Lexmond;14
707;Zederik;Wijk 02 Ameide;16
707;Zederik;Wijk 03 Tienhoven;15
707;Zederik;Wijk 04 Meerkerk;15
707;Zederik;Wijk 05 Hei- en Boeicop;14
707;Zederik;Wijk 06 Leerbroek;13
707;Zederik;Wijk 07 Nieuwland;14
50;Zeewolde;Gemeente;
50;Zeewolde;Wijk 00;12
355;Zeist;Gemeente;
355;Zeist;Wijk 01 Centrum Zeist;12
355;Zeist;Wijk 02 Zeist-Noord;15
355;Zeist;Wijk 03 Zeist-West;15
355;Zeist;Wijk 04 Zeist-Oost, Zeister Bos e.o.;12
355;Zeist;Wijk 05 Huis Ter Heide, Bosch en Duin;13
299;Zevenaar;Gemeente;
299;Zevenaar;Wijk 00 Zevenaar;17
299;Zevenaar;Wijk 01 Babberich;15
299;Zevenaar;Wijk 02 Angerlo;16
299;Zevenaar;Wijk 03 Giesbeek;16
299;Zevenaar;Wijk 04 Lathum;14
637;Zoetermeer;Gemeente;
637;Zoetermeer;Centrum;17
637;Zoetermeer;Meerzicht;17
637;Zoetermeer;Buytenwegh de Leyens;17
637;Zoetermeer;Seghwaert;17
637;Zoetermeer;Noordhove;16
637;Zoetermeer;Rokkeveen;14
637;Zoetermeer;Oosterheem;16
637;Zoetermeer;Industriegebied;15
637;Zoetermeer;Buitengebied;10
638;Zoeterwoude;Gemeente;
638;Zoeterwoude;Wijk 00 Zoeterwoude;14
638;Zoeterwoude;Wijk 01 Hoge Rijndijk;14
56;Zuidhorn;Gemeente;
56;Zuidhorn;Wijk 00;13
56;Zuidhorn;Wijk 01;15
56;Zuidhorn;Wijk 02;13
56;Zuidhorn;Wijk 03;14
1892;Zuidplas;Gemeente;
1892;Zuidplas;Wijk 01 Moerkapelle;14
1892;Zuidplas;Wijk 02 Zevenhuizen;14
1892;Zuidplas;Wijk 03 Moordrecht;16
1892;Zuidplas;Wijk 04 Nieuwerkerk aan den IJssel;14
879;Zundert;Gemeente;
879;Zundert;Wijk 00 Zundert;15
879;Zundert;Wijk 01 Klein - Zundert;13
879;Zundert;Wijk 02 Wernhout;16
879;Zundert;Wijk 03 Achtmaal;15
879;Zundert;Wijk 04 Rijsbergen;15
301;Zutphen;Gemeente;
301;Zutphen;Wijk 00 Centrum - De Hoven;15
301;Zutphen;Wijk 01 Waterkwartier;17
301;Zutphen;Wijk 02 Noordveen;15
301;Zutphen;Wijk 03 Zuidwijken;17
301;Zutphen;Wijk 04 Leesten;14
301;Zutphen;Wijk 05 Warnsveld;15
1896;Zwartewaterland;Gemeente;
1896;Zwartewaterland;Wijk 00 Genemuiden;15
1896;Zwartewaterland;Wijk 01 Kamperzeedijk;14
1896;Zwartewaterland;Wijk 02 Hasselt;15
1896;Zwartewaterland;Wijk 03 Landelijk gebied Hasselt;12
1896;Zwartewaterland;Wijk 04 Zwartsluis;17
1896;Zwartewaterland;Wijk 05 Mastenbroek;13
642;Zwijndrecht;Gemeente;
642;Zwijndrecht;Wijk 01 Walburg;17
642;Zwijndrecht;Wijk 02 Centrum;17
642;Zwijndrecht;Wijk 03 Noord;17
642;Zwijndrecht;Wijk 04 Heer Oudelands Ambacht;16
642;Zwijndrecht;Wijk 05 Kort Ambacht;18
642;Zwijndrecht;Wijk 06 Nederhoven;18
642;Zwijndrecht;Wijk 07 Verspreide bebouwing;13
642;Zwijndrecht;Wijk 08 Bebouwde kom Heerjansdam;15
642;Zwijndrecht;Wijk 09 Landelijk gebied Heerjansdam;13
193;Zwolle;Gemeente;
193;Zwolle;Wijk 10 Binnenstad;9
193;Zwolle;Wijk 11 Diezerpoort;13
193;Zwolle;Wijk 12 Wipstrik;11
193;Zwolle;Wijk 13 Assendorp;11
193;Zwolle;Wijk 14 Kamperpoort-Veerallee;12
193;Zwolle;Wijk 20 Poort van Zwolle;12
193;Zwolle;Wijk 21 Westenholte;15
193;Zwolle;Wijk 22 Stadshagen;13
193;Zwolle;Wijk 30 Holtenbroek;16
193;Zwolle;Wijk 31 Aalanden;15
193;Zwolle;Wijk 32 Vechtlanden;10
193;Zwolle;Wijk 40 Berkum;12
193;Zwolle;Wijk 41 Marsweteringlanden;13
193;Zwolle;Wijk 50 Schelle;12
193;Zwolle;Wijk 51 Ittersum;14
193;Zwolle;Wijk 52 Soestweteringlanden;16
